item_id,release_date_imputed,tags&genres
2400,2006-07-11,"['Multiplayer', 'Indie', 'Action', 'First-Person', 'Stealth', 'Mystery', 'RPG', 'Assassin', 'Funny', 'Survival', 'Simulation', 'Singleplayer', 'FPS', 'Strategy', 'Comedy', 'Adventure', 'Shooter', 'Difficult', 'Replay Value', 'Stylized']"
662570,2017-11-08,"['Strategy', 'Co-op', 'Turn-Based', 'Tactical', 'War', 'Multiplayer', 'Turn-Based Strategy']"
381620,2017-11-08,"['Early Access', 'Massively Multiplayer', 'RPG', 'Indie', 'Rome', 'Historical', 'Multiplayer', 'Open World', 'Realistic', 'Crafting', 'Trading', 'Character Customization', 'MMORPG', 'First-Person', 'Third Person', 'Swordplay', 'Simulation', 'Hunting', 'Great Soundtrack']"
714020,2017-11-08,"['Early Access', 'Free to Play', 'Adventure', 'RPG']"
541930,2017-11-08,"['Early Access', 'Indie', 'Action', 'VR']"
759920,2017-12-29,"['Early Access', 'Strategy', 'Action', 'Indie', 'Pixel Graphics']"
659780,2018-03-30,"['Action', 'Adventure', 'RPG', 'Indie', 'Violent', 'Strategy', 'Experience', 'Silent Protagonist']"
603280,2017-12-29,"['Indie', 'Action', 'Adventure', 'RPG']"
753110,2017-12-29,"['Early Access', 'Casual', 'Strategy', 'City Builder', 'Building', 'Economy', 'Base Building']"
753100,2017-12-29,"['Indie', 'Action']"
769350,2013-04-26,['Education']
764280,2017-12-30,"['Action', 'Adventure', 'Casual']"
374970,2017-11-08,"['Simulation', 'Sports', 'Casual', 'Indie', 'Golf', 'VR']"
758550,2017-12-29,"['Adventure', 'Indie', 'Casual', 'Free to Play']"
3800,2005-08-09,"['Action', 'Sci-fi', 'Story Rich', 'Singleplayer', 'Third-Person Shooter', 'Great Soundtrack']"
1520,2006-09-29,"['Strategy', 'Indie', 'Multiplayer', 'Wargame', 'Cold War', 'Real-Time with Pause', 'RTS', 'Simulation', 'Atmospheric', '2D', 'Diplomacy', 'War', 'Tactical', 'Singleplayer', 'Great Soundtrack', 'Psychological Horror']"
2420,2006-11-20,"['Action', 'RPG', 'Indie', 'Singleplayer', 'FPS']"
4000,2006-11-29,"['Sandbox', 'Multiplayer', 'Funny', 'Moddable', 'Building', 'Co-op', 'Comedy', 'First-Person', 'Mod', 'Simulation', 'Online Co-Op', 'FPS', 'Singleplayer', 'Physics', 'Action', 'Indie', 'Shooter', 'Animation & Modeling', 'Adventure', 'Massively Multiplayer']"
4230,2006-11-24,"['Racing', 'Simulation']"
4900,2006-12-14,"['Casual', 'Indie', 'Puzzle']"
2520,2006-12-19,"['Casual', 'Indie', 'Singleplayer']"
6200,2003-08-23,"['Strategy', 'Comedy', 'Puzzle', 'Simulation', 'Classic', 'Singleplayer', 'Funny', 'Tactical', 'Horror', 'Sandbox', 'Great Soundtrack']"
6210,2006-12-21,"['Strategy', 'Simulation', 'Management']"
6300,2006-04-17,"['Adventure', 'Female Protagonist', 'Story Rich', 'Fantasy', 'Sci-fi', 'Singleplayer', 'Third Person', 'RPG', 'Futuristic', 'Great Soundtrack', 'Atmospheric', 'Cyberpunk']"
2990,2006-08-01,"['Racing', 'Destruction', 'Multiplayer', 'Great Soundtrack', 'Classic', 'Action', 'Singleplayer', 'Music', 'Simulation', 'Driving', 'Arcade', 'Physics', 'Comedy', 'Casual', 'Atmospheric', 'Funny']"
6220,2005-07-12,"['Racing', 'Destruction', 'Driving', 'Multiplayer', 'Classic', 'Arcade', 'Funny', 'Action', 'Singleplayer', 'Great Soundtrack']"
6510,2007-06-26,"['Action', 'Adventure', 'Third-Person Shooter', 'Mechs', 'Sci-fi', 'Shooter', 'Third Person', 'Atmospheric', 'Multiplayer', 'Robots']"
3980,2006-07-24,"['Strategy', 'City Builder', 'Simulation', 'Rome']"
1700,2002-11-12,"['RPG', 'First-Person', 'Classic', 'Atmospheric', 'Fantasy', 'Dark Fantasy', 'Singleplayer', 'Action', 'Underground', 'Story Rich', 'Adventure', 'Exploration']"
6310,2000-11-17,"['Adventure', 'Point & Click', 'Female Protagonist', 'Story Rich', 'Fantasy', 'Classic', 'Sci-fi', 'Futuristic', 'Singleplayer', 'Cyberpunk', 'Funny', 'Puzzle', 'Atmospheric', 'RPG', 'Action', 'Great Soundtrack', 'Third Person']"
3990,2006-07-24,"['Strategy', 'Turn-Based', 'Turn-Based Strategy', '4X', 'Historical']"
7610,2003-10-23,"['Strategy', 'Management', 'Trains', 'Simulation', 'Real-Time with Pause', 'Economy', 'Classic', 'Singleplayer']"
7600,2006-10-16,"['Strategy', 'Trains', 'Management', 'Economy', 'Simulation', 'Singleplayer', 'Multiplayer', 'Real-Time with Pause', 'Classic', 'Casual']"
7620,1998-10-31,"['Strategy', 'Management', 'Trains', 'Simulation', 'Singleplayer', 'Classic', 'Economy']"
2540,2007-06-01,"['Indie', 'Casual', 'Arcade', 'Shooter', 'Action', '2D', 'Singleplayer', 'Top-Down']"
7650,1995-04-01,"['Strategy', 'Classic', 'Sci-fi', 'Turn-Based', 'Turn-Based Strategy', 'Tactical', 'Aliens', 'Difficult', 'Underwater', 'Turn-Based Tactics', 'Lovecraftian', 'Isometric', 'Management', 'Singleplayer', 'Base Building', 'Horror']"
8000,2007-06-05,"['Action', 'Adventure', 'Female Protagonist', 'Puzzle', 'Third Person', 'Lara Croft', 'Platformer', 'Remake', 'Singleplayer', 'Classic', 'Action-Adventure', 'Dinosaurs', 'Parkour', 'Third-Person Shooter', 'Shooter', '3D Vision']"
6550,2006-05-23,"['Action', 'Hack and Slash', 'Stylized', 'Great Soundtrack', 'Spectacle fighter', 'Character Action Game', 'Classic', 'Singleplayer', 'Difficult', 'Third Person', 'Adventure', ""Beat 'em up"", 'Fantasy', 'Story Rich', 'Atmospheric', 'Demons', 'Controller', 'Comedy', 'Funny', 'Horror']"
8200,2006-10-17,"['Point & Click', 'Comedy', 'Adventure', 'Detective', 'Mystery', 'Episodic', 'Funny']"
2290,1996-06-17,"['FPS', 'Action', 'Classic', 'Retro', 'Shooter', 'Singleplayer', 'First-Person', ""1990's"", 'Moddable', 'Sci-fi', 'Difficult', 'Multiplayer', 'Great Soundtrack', 'Zombies', 'Demons', 'Gore', 'Horror', 'Online Co-Op', 'Atmospheric']"
2570,2007-06-29,"['Indie', 'RPG', 'Puzzle', 'Singleplayer']"
8210,2006-12-20,"['Adventure', 'Action']"
2280,1995-04-30,"['Classic', 'FPS', 'Action', ""1990's"", 'Great Soundtrack', 'Demons', 'Moddable', 'Singleplayer', 'Sci-fi', 'Retro', 'Shooter', 'Gore', 'First-Person', 'Fast-Paced', 'Violent', 'Multiplayer', '2.5D', 'Difficult', 'Horror', 'Zombies']"
9160,1995-06-01,"['Action', 'FPS', 'Classic', 'Shooter', 'First-Person', 'Retro', 'Sci-fi', 'Singleplayer', ""1990's"", 'Gore', 'Zombies', 'Demons', 'Moddable', 'Great Soundtrack', 'Horror', 'Difficult']"
2300,1994-05-05,"['Classic', 'FPS', 'Action', ""1990's"", 'Shooter', 'Moddable', 'Demons', 'Sci-fi', 'Retro', 'Violent', 'First-Person', 'Multiplayer', 'Gore', 'Singleplayer', 'Zombies', 'Great Soundtrack', 'Pixel Graphics', 'Horror', 'Online Co-Op', '2.5D']"
2270,1994-08-03,"['FPS', 'Classic', 'Action', 'World War II', 'Singleplayer', 'Retro', 'First-Person', ""1990's"", 'Shooter', 'Moddable', 'Pixel Graphics', '2.5D']"
9010,2001-11-20,"['FPS', 'Action', 'Classic', 'World War II', 'Supernatural', 'Alternate History', 'Singleplayer', 'Shooter', 'First-Person', 'Atmospheric', 'Multiplayer', 'Horror', 'Gore', 'Sci-fi', 'Stealth', 'Zombies', 'Adventure', 'Great Soundtrack', 'Retro']"
9040,1997-02-28,"['Action', 'FPS', 'Classic', 'Shooter', 'First-Person', 'Horror']"
9000,1993-10-10,"['Action', 'FPS', 'Classic', 'World War II', 'Retro', 'Shooter', 'Singleplayer', ""1990's""]"
3810,2003-09-09,"['Action', 'Vampire', 'Female Protagonist', 'Third Person', 'Singleplayer', 'Hack and Slash', 'Horror', 'Gore']"
9030,2007-08-03,"['Action', 'FPS', 'Shooter', 'Classic', 'First-Person']"
2310,2007-05-31,"['FPS', 'Classic', 'Action', 'Shooter', 'Singleplayer', 'Multiplayer', ""1990's"", 'Gore', 'Lovecraftian', 'First-Person', 'Great Soundtrack', 'Sci-fi', 'Moddable', 'Horror', 'Retro', 'Fast-Paced', 'Atmospheric', 'Adventure', 'Competitive', 'Co-op']"
3230,2007-03-20,"['Strategy', 'Space', 'Sci-fi', 'RTS']"
9310,2006-01-01,"['Strategy', 'Warhammer 40K', 'RTS', 'Sci-fi', 'Games Workshop', 'Base Building', 'Singleplayer', 'Multiplayer', 'Real-Time', 'Tactical', 'Futuristic', 'Action']"
7670,2007-08-21,"['FPS', 'Atmospheric', 'Action', 'Story Rich', 'Singleplayer', 'Horror', 'Steampunk', 'First-Person', 'Shooter', 'RPG', 'Sci-fi', 'Classic', 'Adventure', 'Dystopian', 'Underwater', 'Political', 'Dark', 'Great Soundtrack', 'Alternate History', 'Action RPG']"
4570,2006-01-01,"['Strategy', 'Warhammer 40K', 'RTS', 'Sci-fi', 'Multiplayer', 'Base Building', 'Games Workshop', 'Tactical', 'Real-Time', 'Singleplayer', 'Action', 'Classic', 'War', 'Great Soundtrack', 'Fantasy']"
4580,2006-10-09,"['Strategy', 'Warhammer 40K', 'RTS', 'Sci-fi', 'Multiplayer', 'Base Building', 'Singleplayer', 'Games Workshop', 'Classic', 'Real-Time', 'Action', 'War', 'Atmospheric', 'Tactical', 'Gore', 'Fantasy', 'Co-op', 'Adventure']"
4760,2004-09-22,"['Strategy', 'Historical', 'Rome', 'Turn-Based Strategy', 'Grand Strategy', 'RTS', 'Classic', 'Tactical', 'Multiplayer', 'Great Soundtrack', 'War', 'Singleplayer', 'Turn-Based', 'Moddable', 'Real Time Tactics', 'Action', 'Atmospheric', 'Simulation', '4X', 'Medieval']"
4770,2006-06-26,"['Strategy', 'RTS', 'Historical', 'Grand Strategy', 'Rome', 'Turn-Based Strategy', 'Turn-Based', 'Multiplayer', 'Singleplayer']"
50970,2007-12-14,"['Casual', 'Hidden Object']"
12170,1998-06-30,"['Action', 'Classic', 'Open World', 'Singleplayer', '2D', 'Adventure', 'Top-Down', ""1990's""]"
12180,1999-10-25,"['Action', 'Classic', 'Open World', 'Singleplayer', 'Shooter', 'Free to Play', '2D', 'Crime', 'Adventure', 'Violent', 'Gore']"
12130,2004-04-20,"['Gore', 'Stealth', 'Action', 'Horror', 'Violent', 'Singleplayer', 'Psychological Horror', 'Survival Horror', 'Atmospheric', 'Dark', 'Great Soundtrack', 'Third Person', 'Survival', 'Classic', 'Mature']"
12160,2003-07-01,"['Racing', 'Open World', 'Great Soundtrack', 'Arcade', 'Classic', 'Multiplayer', 'Singleplayer', 'Sandbox']"
12150,2003-10-14,"['Noir', 'Action', 'Third-Person Shooter', 'Classic', 'Bullet Time', 'Story Rich', 'Atmospheric', 'Shooter', 'Third Person', 'Singleplayer', 'Dark', 'Great Soundtrack', 'Cinematic', 'Adventure', 'Crime', 'Nudity', 'Detective']"
7000,2006-04-07,"['Adventure', 'Action', 'Female Protagonist', 'Third Person', 'Puzzle', 'Lara Croft', 'Platformer', 'Singleplayer', 'Shooter', 'Action-Adventure', 'Third-Person Shooter', 'Controller']"
12140,2001-07-25,"['Noir', 'Action', 'Classic', 'Third-Person Shooter', 'Story Rich', 'Bullet Time', 'Atmospheric', 'Dark', 'Third Person', 'Shooter', 'Singleplayer', 'Great Soundtrack', 'Linear', 'Detective', 'Cinematic', 'Adventure', 'Violent', 'Crime', 'Horror', 'Psychological Horror']"
17480,2008-10-28,"['Strategy', 'RTS', 'Base Building', 'Multiplayer', 'Co-op', 'Alternate History', 'Sci-fi', 'Co-op Campaign', 'Real-Time', 'Singleplayer', 'Comedy', 'Classic', 'Action', 'Online Co-Op', 'Great Soundtrack', 'FMV', 'War', 'Atmospheric']"
12500,2007-10-10,"['Puzzle', 'Casual', 'Match 3', 'RPG', 'Fantasy', '2D', 'Strategy', 'Singleplayer', 'Anime', 'Indie', 'Touch-Friendly']"
12310,2007-10-23,"['Adventure', 'Sci-fi', 'RPG', 'Casual', 'Female Protagonist', 'Point & Click', 'Cyberpunk', 'Dystopian']"
12510,2007-08-01,"['Strategy', 'Simulation']"
12530,2007-09-01,"['Action', 'Adventure', 'Strategy', 'Hunting']"
12520,2007-12-03,"['Simulation', 'Racing', 'Driving', 'Open World']"
8100,2008-02-08,"['Action', 'FPS', 'Singleplayer', 'Co-op', 'Multiplayer']"
2780,2007-05-08,"['Action', 'Simulation', 'Shooter', 'FPS', 'Tactical', 'Military']"
9730,2006-02-21,"['Simulation', 'Management', 'City Builder']"
9710,2006-05-02,"['Action', 'Western', 'Strategy', 'Tactical']"
9800,2007-10-16,"['Stealth', 'Action', 'Adventure', 'World War II', 'Singleplayer', 'Open World', 'Third Person', 'Classic']"
9760,2006-05-30,"['Action', 'Strategy', 'RTS']"
2700,2006-10-26,"['Simulation', 'Management', 'Sandbox', 'Building', 'Strategy', 'Singleplayer', 'Economy', 'Classic', 'Real-Time with Pause', 'Funny', 'Family Friendly', 'Moddable', 'Multiplayer', 'Great Soundtrack', 'Comedy', 'Casual']"
2710,2005-03-14,"['Action', 'Strategy', 'RTS']"
13200,2003-02-03,"['Action', 'FPS', 'Shooter', 'Sci-fi', 'Singleplayer', 'First-Person', 'Classic', 'Multiplayer']"
13250,1998-04-30,"['Classic', 'FPS', 'Action', 'Great Soundtrack', 'Sci-fi', 'Atmospheric', 'First-Person', 'Shooter', 'Singleplayer', 'Multiplayer', ""1990's"", 'Female Protagonist', 'Adventure', 'Fast-Paced', 'Co-op', 'Nudity', 'Horror']"
13000,2008-03-21,"['Indie', 'Casual', 'Ninja']"
13560,2003-02-18,"['Stealth', 'Action', 'Third Person', 'Singleplayer', 'Classic', 'Adventure', 'Shooter', 'Third-Person Shooter', 'Atmospheric', 'Multiplayer', 'Difficult']"
13520,2004-03-23,"['FPS', 'Action', 'Classic', 'Shooter', 'Open World', 'Stealth', 'First-Person', 'Singleplayer', 'Difficult', 'Multiplayer', 'Adventure', 'Atmospheric', 'Story Rich', 'Sci-fi', 'Horror', 'Sandbox', 'Great Soundtrack', 'Survival']"
13240,2000-10-25,"['Classic', 'FPS', 'Action', 'Arena Shooter', 'Fast-Paced', 'Multiplayer', 'Great Soundtrack', 'Shooter', 'Competitive', 'Sci-fi', 'First-Person', 'Moddable', 'Singleplayer', 'Gore', 'Co-op', ""1990's"", 'Cyberpunk', 'Atmospheric']"
13540,2006-12-12,"['Action', 'FPS', 'Tactical', 'Co-op', 'Singleplayer', 'First-Person', 'Shooter', 'Multiplayer', 'Online Co-Op', 'Classic', 'Stealth']"
15210,2005-03-15,"['Simulation', 'Naval', 'World War II', 'Military', 'Historical', 'Open World', 'Action', 'Realistic']"
16180,2008-05-28,"['Casual', 'Simulation']"
3520,2008-06-04,"['Casual', 'Hidden Object']"
15970,2008-06-10,"['Casual', 'Match 3']"
15950,2008-06-10,"['Casual', 'Arcade']"
15960,2008-06-10,"['Casual', 'Agriculture', 'Puzzle', 'Singleplayer']"
15900,2008-06-10,"['Casual', 'Puzzle', 'Match 3', 'Singleplayer']"
15910,2005-12-08,['Casual']
15930,2007-11-13,"['Casual', 'Puzzle']"
15160,2007-11-13,"['Simulation', 'Horses', 'Family Friendly', 'Psychological Horror']"
15920,2005-12-08,['Casual']
15080,2007-03-27,"['Adventure', 'Action', 'Comedy', 'Funny', 'Multiplayer', 'Psychological Horror', 'Singleplayer']"
15200,2007-03-20,"['Simulation', 'World War II', 'Naval', 'Military']"
15320,2006-12-15,"['Simulation', 'Flight', 'World War II', 'Military', 'Historical', 'TrackIR', 'Realistic', 'Multiplayer', 'Action', 'Classic', 'Moddable']"
15240,2008-03-24,"['Simulation', 'World War II', 'Naval']"
8310,2005-09-15,"['Adventure', 'Point & Click']"
12600,2005-07-02,['Racing']
8320,2006-04-12,"['Adventure', 'Point & Click']"
12590,2008-07-29,['Racing']
12580,2008-01-08,['Casual']
12560,2007-07-02,"['Simulation', 'Management']"
12570,2008-01-12,['Casual']
12540,2007-08-08,"['Casual', 'Puzzle']"
11050,2008-05-20,"['Adventure', 'Point & Click', 'Vampire', 'Puzzle']"
10520,2008-07-08,['Sports']
11040,2008-04-14,"['Adventure', 'RPG', 'Point & Click', 'Detective', 'Mystery', 'Puzzle']"
19500,2008-07-31,"['Indie', 'Adventure', 'Platformer']"
11260,2007-05-25,"['Simulation', 'Strategy', 'World War II', 'Naval']"
19200,2008-08-21,"['Action', 'Indie', 'Tanks', 'Singleplayer', 'Retro', 'Atmospheric', 'Casual', 'Story Rich', 'Great Soundtrack']"
12360,2008-08-19,"['Racing', 'Destruction', 'Multiplayer', 'Arcade', 'Action', 'Singleplayer', 'Physics', 'Great Soundtrack', 'Driving']"
15710,1998-11-17,"['Adventure', 'Platformer', '2D', 'Puzzle', 'Classic', 'Singleplayer', 'Cult Classic', 'Comedy', 'Funny', 'Dark', 'Retro', 'Action', ""1990's"", 'Puzzle-Platformer', 'Stealth']"
15700,1997-12-12,"['Platformer', 'Adventure', 'Classic', 'Puzzle', '2D', 'Singleplayer', 'Cult Classic', 'Dark', 'Funny', 'Comedy', 'Retro', 'Cinematic', 'Atmospheric', 'Difficult', 'Puzzle-Platformer', 'Action', 'Fantasy']"
8660,2008-09-01,"['Racing', 'Simulation', 'Driving', 'Multiplayer', 'Singleplayer']"
7770,2001-04-19,"['Strategy', 'Shooter', 'Action', 'Third-Person Shooter', 'Sci-fi', 'Aliens']"
7660,1997-07-15,"['Strategy', 'Sci-fi', 'Tactical', 'Turn-Based', 'Aliens', 'Real-Time with Pause', 'Classic', 'Turn-Based Strategy', 'Isometric', 'Singleplayer', 'Cyberpunk', 'Post-apocalyptic']"
7760,1993-12-31,"['Strategy', 'Classic', 'Turn-Based Strategy', 'Sci-fi', 'Turn-Based', 'Tactical', 'Aliens', 'Singleplayer', 'Difficult', 'Turn-Based Tactics', 'Isometric', 'Base Building', 'Simulation', 'Atmospheric', ""1990's"", 'Action', 'Retro', 'Adventure', 'Management', 'Space']"
20510,2008-09-15,"['Open World', 'Atmospheric', 'Post-apocalyptic', 'FPS', 'Survival', 'Action', 'RPG', 'First-Person', 'Shooter', 'Singleplayer', 'Survival Horror', 'Adventure', 'Moddable', 'Sci-fi', 'Horror', 'Classic', 'Multiplayer', 'Zombies', 'Inventory Management', 'Sandbox']"
17330,2008-09-17,"['Action', 'FPS', 'Sci-fi', 'Shooter', 'Singleplayer', 'Aliens', 'Military', 'First-Person', 'Multiplayer', 'Benchmark', 'Stealth', 'Adventure', 'Open World', 'Futuristic']"
17300,2007-11-13,"['FPS', 'Action', 'Sci-fi', 'Singleplayer', 'Stealth', 'Shooter', 'Aliens', 'Open World', 'First-Person', 'Benchmark', 'Multiplayer', 'Futuristic', 'Adventure', 'Atmospheric', 'Story Rich', 'Classic', 'Sandbox', 'Great Soundtrack', 'Destruction', 'Moddable']"
7730,1998-06-15,"['Strategy', 'Sci-fi', 'Space', 'Flight', 'Space Sim', 'Singleplayer']"
20900,2008-09-16,"['RPG', 'Fantasy', 'Story Rich', 'Mature', 'Third Person', 'Singleplayer', 'Choices Matter', 'Action', 'Nudity', 'Adventure', 'Dark Fantasy', 'Based On A Novel', 'Atmospheric', 'Great Soundtrack', 'Open World', 'Multiple Endings', 'Medieval', 'Action RPG', 'Magic', 'Classic']"
1530,2008-09-19,"['Indie', 'Strategy', 'RTS', 'Multiplayer', 'Singleplayer', 'Retro']"
8690,2008-10-22,"['Racing', 'Simulation']"
17120,2008-08-28,"['City Builder', 'Simulation', 'Management', 'Historical', 'Singleplayer', 'Sandbox', 'Strategy']"
16810,2008-09-23,"['Strategy', 'Turn-Based', 'Turn-Based Strategy', '4X', 'Historical', 'Singleplayer', 'Multiplayer', 'Moddable']"
19830,2003-03-18,"['Tactical', 'Action', 'FPS', 'Simulation', 'Strategy', 'Realistic', 'First-Person', 'Co-op', 'Shooter', 'Classic', 'Singleplayer']"
21000,2008-09-29,"['LEGO', 'Action', 'Adventure', 'Batman', 'Local Co-Op', 'Superhero', 'Family Friendly', 'Co-op', 'Comedy', 'Singleplayer', 'Comic Book', 'Funny', 'Third Person', 'Controller', 'Local Multiplayer', 'Multiplayer']"
4460,2008-07-18,"['Simulation', 'Strategy', 'City Builder']"
17140,2008-09-30,"['RPG', 'Strategy', 'Fantasy', 'Action RPG', 'Action', 'Singleplayer', 'City Builder']"
15390,2008-10-08,"['Action', 'World War II', 'FPS', 'Tactical', 'Singleplayer', 'Military', 'Story Rich', 'Shooter', 'Gore', 'Atmospheric', 'Strategy', 'First-Person', 'War', 'Multiplayer', 'Historical']"
21300,2008-08-31,['Arcade']
3050,2006-12-01,"['Racing', 'Offroad']"
15380,2006-11-14,"['Strategy', 'Turn-Based Strategy', 'Turn-Based', 'Fantasy']"
19800,2005-10-04,"['Action', 'FPS', 'World War II', 'Tactical', 'Military', 'Strategy', 'Singleplayer']"
15370,2007-10-16,"['Strategy', 'Turn-Based Strategy', 'Turn-Based', 'Fantasy', 'Multiplayer', 'Singleplayer', 'RPG']"
19930,2008-04-18,"['Strategy', 'City Builder', 'Medieval', 'RTS', 'Singleplayer', 'Multiplayer']"
15350,2007-09-25,['Casual']
19810,2002-05-31,"['Action', 'Tactical']"
3540,2008-10-15,"['Casual', 'Puzzle', 'Singleplayer', '2D']"
22000,2008-10-13,"['Puzzle', 'Indie', 'Physics', 'Singleplayer', 'Great Soundtrack', 'Casual', '2D', 'Comedy', 'Cute', 'Building', 'Atmospheric', 'Funny', 'Satire', 'Touch-Friendly', 'Strategy', 'Classic', 'Surreal', 'Story Rich', 'Difficult', 'Family Friendly']"
2820,2008-10-16,"['Space', 'Simulation', 'Sci-fi', 'Sandbox', 'Strategy', 'Space Sim', 'Open World', 'Trading', 'Singleplayer', 'Economy', 'Action', 'Capitalism', 'Great Soundtrack', 'Moddable', '4X', 'Flight', 'Atmospheric', 'Multiplayer']"
1230,2008-10-17,"['Action', 'World War II', 'FPS', 'Mod', 'Multiplayer', 'Free to Play', 'Realistic']"
18300,2008-10-20,"['Casual', 'Indie', 'Puzzle']"
20200,2008-10-21,"['Indie', 'Casual', 'Sports', 'Bowling']"
12200,2008-10-21,"['Open World', 'Action', 'Adventure', 'Third Person', 'Comedy', 'Singleplayer', 'Great Soundtrack', 'Funny', 'Classic', 'Sandbox', 'Dark Humor', 'Satire', 'Story Rich', 'Atmospheric', 'Exploration', 'Simulation', 'Controller', 'Mature', 'Multiplayer', 'First-Person']"
19900,2008-10-22,"['Open World', 'FPS', 'Action', 'Shooter', 'Singleplayer', 'First-Person', 'Multiplayer', 'Adventure', 'Sandbox', 'Stealth', 'Atmospheric', 'Survival', 'Level Editor', 'Realistic', 'Exploration', 'Story Rich', 'Great Soundtrack', 'Controller', 'Co-op', 'Strategy']"
11240,2008-10-23,"['Action', 'FPS', 'Space', 'Indie', 'Trading', 'Strategy', 'Sci-fi', 'First-Person', 'Shooter', 'Casual']"
256522,2009-01-01,['Simulation']
275144,2009-01-01,['Simulation']
256521,2009-01-01,['Simulation']
222569,2009-01-01,['Simulation']
256535,2009-01-01,['Simulation']
256611,2009-01-01,['Simulation']
256576,2009-01-01,['Simulation']
9480,2009-01-28,"['Open World', 'Action', 'Sandbox', 'Character Customization', 'Third-Person Shooter', 'Comedy', 'Co-op', 'Third Person', 'Singleplayer', 'Crime', 'Online Co-Op', 'Multiplayer', 'Co-op Campaign', 'Funny', 'Shooter', 'Replay Value', 'Female Protagonist', 'Great Soundtrack', 'Moddable', 'Adventure']"
